name	individual	cohort	from	accession ID	genome_completion	genome_redundancy	num_splits	total length	t_phylum	t_class	t_order	t_family	t_genus	t_species	contigs_db_path
CHORNS_G01_MAG_00024	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	0.00	131	2422134	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00024.db
CHORNS_G01_MAG_00025	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	91.55	2.82	234	2990272	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1691	UBA1691 sp002320555	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00025.db
CHORNS_G01_MAG_00026	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	88.73	5.63	260	3761980	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900066165	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00026.db
CHORNS_G01_MAG_00027	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	88.73	5.63	218	3575433	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00027.db
CHORNS_G01_MAG_00028	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	83.10	1.41	370	2980773	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00028.db
CHORNS_G01_MAG_00029	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	83.10	5.63	364	2720434	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00029.db
CHORNS_G01_MAG_00031	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	70.42	8.45	519	3612019	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella massiliensis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00031.db
CHORNS_G03_MAG_00001	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	119	2251651	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00001.db
CHORNS_G03_MAG_00002	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	1.41	101	2230629	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-145	CAG-145 sp000435715	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00002.db
CHORNS_G03_MAG_00003	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	1.41	136	2908716	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella sp000163515	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00003.db
CHORNS_G03_MAG_00004	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	4.23	305	3006714	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00004.db
CHORNS_G03_MAG_00005	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	0.00	138	2861309	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena glycyrrhizinilyticum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00005.db
CHORNS_G03_MAG_00006	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	0.00	158	2773799	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00006.db
CHORNS_G03_MAG_00007	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	1.41	164	3331433	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00007.db
CHORNS_G03_MAG_00008	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	1.41	168	3198336	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00008.db
CHORNS_G03_MAG_00009	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	2.82	196	2986760	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00009.db
CHORNS_G03_MAG_00010	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	4.23	120	2265543	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00010.db
CHORNS_G03_MAG_00011	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	1.41	181	2881992	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea longicatena	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00011.db
CHORNS_G03_MAG_00012	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	1.41	184	2901520	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella sp900066775	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00012.db
CHORNS_G03_MAG_00013	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	2.82	183	3094011	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1691	UBA1691 sp002320555	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00013.db
CHORNS_G03_MAG_00014	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	1.41	198	3968847	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00014.db
CHORNS_G03_MAG_00015	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	0.00	185	3610700	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00015.db
CHORNS_G03_MAG_00016	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	4.23	211	2263542	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00016.db
CHORNS_G03_MAG_00017	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	4.23	265	3138532	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00017.db
CHORNS_G03_MAG_00018	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	183	3829769	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00018.db
CHORNS_G03_MAG_00019	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	92.96	4.23	259	2254374	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00019.db
CHORNS_G03_MAG_00020	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	1.41	229	3346833	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea formicigenerans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00020.db
CHORNS_G03_MAG_00021	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	1.41	168	3275618	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena gnavus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00021.db
CHORNS_G03_MAG_00022	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	0.00	168	2409750	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium sp000435295	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00022.db
CHORNS_G03_MAG_00023	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	5.63	193	3717484	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000433815	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00023.db
CHORNS_G03_MAG_00024	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	88.73	0.00	223	2517104	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00024.db
CHORNS_G03_MAG_00025	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	85.92	5.63	194	2127925	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00025.db
CHORNS_G03_MAG_00026	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	80.28	5.63	391	2426697	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia wexlerae	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00026.db
CHORNS_G03_MAG_00027	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	9.86	179	2034958	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00027.db
CHORNS_G03_MAG_00028	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	87.32	4.23	162	2502581	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00028.db
CHORNS_G03_MAG_00029	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	71.83	5.63	168	3020341	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00029.db
CHORNS_G03_MAG_00030	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	74.65	5.63	274	2086300	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	UBA1191 sp900066305	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00030.db
CHORNS_G03_MAG_00031	G03	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	73.24	2.82	365	3037257	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G03_MAG_00031.db
CHORNS_G05_MAG_00001	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	128	2123398	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00001.db
CHORNS_G05_MAG_00002	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	110	2275128	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00002.db
CHORNS_G05_MAG_00003	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	2.82	196	4308675	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00003.db
CHORNS_G05_MAG_00004	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	0.00	125	2272192	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	Varibaculum cambriense	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00004.db
CHORNS_G05_MAG_00005	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	80	1732878	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	DNF00809 sp000814825	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00005.db
CHORNS_G05_MAG_00006	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	0.00	164	3405105	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00006.db
CHORNS_G05_MAG_00007	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	2.82	212	2374167	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00007.db
CHORNS_G05_MAG_00008	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	122	1772609	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Lawsonella	Lawsonella clevelandensis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00008.db
CHORNS_G05_MAG_00009	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	1.41	344	5371668	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium symbiosum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00009.db
CHORNS_G05_MAG_00010	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	2.82	148	3175013	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00010.db
CHORNS_G05_MAG_00011	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	8.45	337	7211803	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella effluvii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00011.db
CHORNS_G05_MAG_00012	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	1.41	265	5097016	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00012.db
CHORNS_G05_MAG_00013	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	84.51	1.41	234	1705574	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00013.db
CHORNS_G05_MAG_00014	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	87.32	1.41	253	1765379	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena gnavus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00014.db
CHORNS_G05_MAG_00015	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	90.14	7.04	546	3743169	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00015.db
CHORNS_G05_MAG_00016	G05	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	70.42	1.41	225	894889	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium paraputrificum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G05_MAG_00016.db
CHORNS_G06_MAG_00001	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	0.00	254	3695069	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00001.db
CHORNS_G06_MAG_00002	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	4.23	172	3393187	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000433815	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00002.db
CHORNS_G06_MAG_00003	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	145	2382900	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium spiroforme	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00003.db
CHORNS_G06_MAG_00004	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	1.41	161	3207256	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00004.db
CHORNS_G06_MAG_00005	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	2.82	102	2157155	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00005.db
CHORNS_G06_MAG_00006	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	4.23	352	5492732	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00006.db
CHORNS_G06_MAG_00007	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	4.23	169	3258961	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea faecis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00007.db
CHORNS_G06_MAG_00008	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	4.23	243	3713985	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia wexlerae	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00008.db
CHORNS_G06_MAG_00009	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	4.23	198	4064142	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00009.db
CHORNS_G06_MAG_00010	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	2.82	383	7493730	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00010.db
CHORNS_G06_MAG_00011	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	5.63	155	3020134	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00011.db
CHORNS_G06_MAG_00012	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	5.63	214	3237945	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium hallii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00012.db
CHORNS_G06_MAG_00013	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	88.73	1.41	123	2116591	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00013.db
CHORNS_G06_MAG_00014	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	88.73	5.63	150	2747616	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00014.db
CHORNS_G06_MAG_00015	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	5.63	223	3156723	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00015.db
CHORNS_G06_MAG_00016	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	2.82	202	2497356	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella sp000411335	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00016.db
CHORNS_G06_MAG_00017	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	92.96	8.45	160	2389384	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00017.db
CHORNS_G06_MAG_00018	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	87.32	0.00	377	2956859	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00018.db
CHORNS_G06_MAG_00019	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	5.63	536	3213092	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	UBA1191 sp900066305	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00019.db
CHORNS_G06_MAG_00020	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	87.32	2.82	247	2492371	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00020.db
CHORNS_G06_MAG_00021	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	73.24	1.41	313	3248449	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00021.db
CHORNS_G06_MAG_00022	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	91.55	7.04	163	2407965	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00022.db
CHORNS_G06_MAG_00023	G06	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	80.28	2.82	394	2768126	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena gnavus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G06_MAG_00023.db
